"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1744467";"";"";"Small molecule";"";"579.78";"1";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"579.3349";"None";"None";"C38H45NO4";"CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C.O=C1/C(=C/c2ccncc2)CCc2ccccc21";"JNDNNFMLMJHUSL-OYEONMDCSA-N"
"CHEMBL1213284";"COMPOUND A";"";"Small molecule";"";"343.51";"2";"4";"6.01";"42.23";"3";"1";"1";"11";"N";"0.40";"13.93";"None";"7.12";"7.12";"2";"MOL";"-1";"25";"3";"1";"1";"343.2511";"0.15";"NEUTRAL";"C22H33NO2";"CCCCCCCCCCCCc1c(C)c(=O)c2ccccc2n1O";"NPQKZOGFBYLICR-UHFFFAOYSA-N"
"CHEMBL441324";"";"";"Small molecule";"";"519.60";"9";"9";"3.74";"74.57";"5";"2";"0";"3";"N";"0.67";"5.74";"8.10";"1.77";"1.73";"3";"MOL";"-1";"31";"6";"2";"0";"423.1958";"-0.55";"ACID";"C25H30FN3O6S";"CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(c4ccccc4)C3)cc21.CS(=O)(=O)O";"KFGXRZQWZZENCE-UHFFFAOYSA-N"
"CHEMBL2104259";"DIAMFENETIDE";"COMPOUND 68-198|DIAMFENETIDE|DIAMPHENETHIDE|NSC-291838";"Small molecule";"-1.0";"372.42";"1";"7";"3.08";"85.89";"5";"2";"0";"10";"N";"0.63";"None";"None";"1.89";"1.89";"2";"MOL";"0";"27";"7";"2";"0";"372.1685";"-0.81";"NEUTRAL";"C20H24N2O5";"CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1";"JNEZCZPNQCQCFK-UHFFFAOYSA-N"
"CHEMBL5076550";"";"";"Unknown";"";"445.38";"1";"2";"4.95";"85.84";"6";"1";"0";"5";"N";"0.44";"12.98";"1.91";"4.14";"4.14";"4";"MOL";"-1";"32";"7";"1";"0";"445.1162";"-2.12";"NEUTRAL";"C21H15F4N5O2";"C[C@@H](c1ccc(F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)on2)cn1";"DKGRGRHRWBAZON-LBPRGKRZSA-N"
"CHEMBL4115738";"";"";"Unknown";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL5092131";"";"";"Unknown";"";"475.94";"4";"9";"3.92";"109.37";"8";"3";"0";"5";"N";"0.40";"9.67";"5.91";"2.83";"2.82";"4";"MOL";"-1";"34";"9";"3";"0";"475.1524";"-1.10";"NEUTRAL";"C24H22ClN7O2";"CC1=C(C(=O)NCc2cn(C)cn2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"TUEMCTFTVJXVEJ-UHFFFAOYSA-N"
"CHEMBL5092361";"";"";"Unknown";"";"308.83";"1";"2";"4.28";"41.99";"3";"1";"0";"3";"N";"0.92";"7.93";"None";"4.92";"4.82";"2";"MOL";"-1";"20";"3";"1";"0";"308.0750";"-2.41";"NEUTRAL";"C15H17ClN2OS";"CC(C)(C)c1csc(NC(=O)Cc2cccc(Cl)c2)n1";"FEAOIYHURDPHFV-UHFFFAOYSA-N"
"CHEMBL5071054";"";"";"Unknown";"";"451.35";"1";"1";"3.79";"67.87";"4";"1";"0";"7";"N";"0.65";"13.59";"None";"2.87";"2.87";"2";"MOL";"-1";"30";"6";"1";"0";"450.1113";"-0.99";"NEUTRAL";"C22H24Cl2N2O4";"COc1ccc(N(C(=O)CCl)C2(C(=O)NCc3ccccc3)CCOCC2)cc1Cl";"WBLGOBZLZXDYOH-UHFFFAOYSA-N"
"CHEMBL5083666";"";"";"Unknown";"";"491.40";"1";"2";"5.68";"72.70";"5";"1";"1";"5";"N";"0.36";"None";"4.62";"4.19";"4.18";"4";"MOL";"-1";"35";"6";"1";"1";"491.1181";"-1.91";"NEUTRAL";"C23H15F6N5O";"O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)c1cncc(-c2cccnc2)c1";"XRSCYKVZAIGKAI-UHFFFAOYSA-N"
"CHEMBL5078212";"";"";"Unknown";"";"506.39";"4";"5";"5.84";"91.55";"6";"3";"2";"5";"N";"0.32";"10.05";"4.99";"5.25";"5.25";"4";"MOL";"-1";"35";"7";"3";"2";"505.1072";"-1.14";"NEUTRAL";"C26H21Cl2N5O2";"CC1=C(C(=O)NCc2ccc(Cl)cc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"LPCPDNLWIQCULN-UHFFFAOYSA-N"
"CHEMBL5087570";"";"";"Unknown";"";"534.00";"4";"5";"5.41";"107.68";"8";"3";"2";"5";"N";"0.31";"11.92";"8.66";"5.08";"4.64";"4";"MOL";"-1";"38";"9";"3";"2";"533.1742";"-1.43";"BASE";"C27H25ClFN7O2";"CC1=C(C(=O)Nc2cc(N(C)C)ccn2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1";"WMFZUZJKTQEPGY-UHFFFAOYSA-N"
"CHEMBL5087307";"";"";"Unknown";"";"436.86";"4";"5";"3.91";"116.82";"7";"3";"0";"3";"N";"0.57";"4.16";"5.53";"2.06";"0.46";"3";"MOL";"-1";"31";"8";"3";"0";"436.0938";"-0.59";"ACID";"C22H17ClN4O4";"O=C1CC(C(=O)O)CC2=C1C(c1ccccc1Cl)N=C(Nc1nc3ccccc3o1)N2";"BYAZCEPYBWRWEF-UHFFFAOYSA-N"
"CHEMBL5084561";"";"";"Unknown";"";"532.94";"4";"9";"4.61";"150.97";"9";"4";"1";"6";"N";"0.28";"3.58";"5.78";"3.18";"0.47";"4";"MOL";"-1";"38";"11";"4";"2";"532.1262";"-0.99";"ACID";"C26H21ClN6O5";"COc1ccc2oc(NC3=NC(c4ccccc4Cl)C(C(=O)Nc4cc(C(=O)O)ccn4)=C(C)N3)nc2c1";"RDLILPUSNCEQGL-UHFFFAOYSA-N"
"CHEMBL5092901";"";"";"Unknown";"";"531.96";"4";"5";"4.49";"167.76";"9";"5";"1";"5";"N";"0.23";"3.58";"5.78";"2.87";"0.31";"4";"MOL";"-1";"38";"11";"6";"3";"531.1422";"-0.88";"ACID";"C26H22ClN7O4";"CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1";"PNBHDSUSGZJOGE-UHFFFAOYSA-N"
"CHEMBL5079241";"";"";"Unknown";"";"523.98";"4";"5";"5.90";"120.23";"7";"4";"2";"5";"N";"0.23";"13.60";"3.43";"4.89";"4.89";"5";"MOL";"-1";"38";"9";"4";"2";"523.1524";"-1.39";"NEUTRAL";"C28H22ClN7O2";"CC1=C(C(=O)Nc2cccc(-c3cn[nH]c3)c2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"IKCWJOJTNJDFLK-UHFFFAOYSA-N"
"CHEMBL5086031";"";"";"Unknown";"";"500.95";"4";"5";"4.61";"134.64";"7";"4";"1";"5";"N";"0.32";"13.24";"3.74";"3.79";"3.79";"4";"MOL";"-1";"36";"9";"5";"1";"500.1364";"-1.21";"NEUTRAL";"C26H21ClN6O3";"CC1=C(C(=O)Nc2ccc(C(N)=O)cc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"COXPNHLVDNFSII-UHFFFAOYSA-N"
"CHEMBL5203892";"";"";"";"";"255.25";"3";"14";"3.25";"51.81";"4";"0";"0";"2";"N";"0.70";"None";"4.43";"3.31";"3.31";"3";"MOL";"0";"19";"4";"0";"0";"255.0808";"-2.09";"NEUTRAL";"C14H10FN3O";"Cc1ccc(-c2noc(-c3ccc(F)cc3)n2)cn1";"GNTLSEZMQBTHJC-UHFFFAOYSA-N"
"CHEMBL5173119";"";"";"";"";"200.28";"2";"9";"0.82";"58.20";"2";"2";"0";"7";"N";"0.60";"None";"None";"-0.14";"-0.14";"0";"MOL";"0";"14";"4";"2";"0";"200.1525";"-0.81";"NEUTRAL";"C10H20N2O2";"CCNC(=O)CCCCCNC(C)=O";"AUAIERQGCNMALR-UHFFFAOYSA-N"
"CHEMBL3942290";"";"";"Unknown";"";"";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL1788392";"GLYCOBIARSOL";"BISMUTH GLYCOLLYLARSANILATE|GLYCOBIARSOL|MILIBIS|NSC-221709";"Small molecule";"-1.0";"499.06";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"498.9450";"None";"None";"C8H9AsBiNO6";"";""
"CHEMBL3901370";"";"";"Small molecule";"";"442.92";"1";"1";"4.62";"85.36";"5";"1";"0";"7";"N";"0.54";"13.63";"4.84";"4.11";"4.11";"3";"MOL";"-1";"30";"6";"1";"0";"442.0754";"-1.68";"NEUTRAL";"C22H19ClN2O4S";"CCOc1cc(Cl)ccc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1";"UBHWHMKQTVCRSJ-LFYBBSHMSA-N"
"CHEMBL5076299";"";"";"Unknown";"";"524.42";"1";"2";"6.45";"82.18";"6";"1";"2";"6";"N";"0.29";"13.12";"1.21";"5.55";"5.55";"4";"MOL";"-1";"37";"7";"1";"2";"524.1283";"-1.59";"NEUTRAL";"C24H18F6N4O3";"COc1ccccc1-c1cc(C(=O)Nc2cnn([C@@H](C)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)no1";"BXVXVOJVUHJPGZ-ZDUSSCGKSA-N"
"CHEMBL3918078";"";"";"Small molecule";"";"457.46";"2";"2";"1.07";"156.05";"11";"4";"1";"7";"N";"0.24";"7.24";"2.25";"0.57";"0.19";"4";"MOL";"-1";"34";"13";"4";"1";"457.1723";"-1.56";"NEUTRAL";"C21H19N11O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccccc4-n4cncn4)nc23)N1";"HPTLSRIAYRXPJF-CHHVJCJISA-N"
"CHEMBL3654593";"";"";"Small molecule";"";"482.59";"1";"2";"3.52";"103.01";"5";"3";"0";"7";"N";"0.37";"13.20";"6.63";"2.86";"2.79";"4";"MOL";"-1";"36";"8";"3";"0";"482.2430";"-1.45";"NEUTRAL";"C28H30N6O2";"CCNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1";"SYJWHQXNBDMMME-RDGATRHJSA-N"
"CHEMBL3893658";"";"";"Small molecule";"";"495.54";"2";"2";"-0.54";"136.44";"10";"3";"0";"6";"N";"0.36";"7.24";"5.71";"-1.38";"-1.55";"2";"MOL";"-1";"36";"13";"3";"1";"495.2343";"-1.74";"NEUTRAL";"C23H29N9O4";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)CN5CCOCC5)CC4)nc23)N1";"HVMGYPYCSCRYBR-BOPFTXTBSA-N"
"CHEMBL4115739";"";"";"Unknown";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL4111501";"";"";"Small molecule";"";"379.38";"2";"2";"0.88";"97.96";"5";"3";"0";"3";"N";"0.41";"7.22";"2.74";"-2.70";"-1.75";"1";"MOL";"-1";"28";"8";"3";"0";"379.1313";"-0.41";"NEUTRAL";"C19H16FN6O2+";"O=C1NC(=O)/C(=C/C2=[N+]3C=C(c4cccc(F)c4)N=C(NC4CC4)C3N=C2)N1";"SWFCXWWWHGEOFZ-UHFFFAOYSA-O"
"CHEMBL5094761";"";"";"Unknown";"";"364.79";"1";"1";"1.06";"95.94";"4";"2";"0";"5";"N";"0.76";"3.41";"None";"0.65";"-2.75";"1";"MOL";"-1";"25";"7";"2";"0";"364.0826";"-0.85";"ACID";"C17H17ClN2O5";"C#CC(=O)N(c1cccc(Cl)c1)C1(C(=O)NCC(=O)O)CCOCC1";"WAEWDEZKVVSCOO-UHFFFAOYSA-N"
"CHEMBL3917705";"";"";"Small molecule";"";"393.38";"2";"2";"2.37";"112.45";"7";"4";"0";"5";"N";"0.39";"7.24";"2.66";"1.56";"1.18";"3";"MOL";"-1";"29";"9";"4";"0";"393.1350";"-1.45";"NEUTRAL";"C19H16FN7O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(F)c4)nc23)N1";"IPCBMEUQLIRWSA-NSIKDUERSA-N"
"CHEMBL5079162";"";"";"Unknown";"";"408.89";"1";"1";"3.50";"66.48";"3";"1";"0";"5";"N";"0.77";"13.64";"None";"3.55";"3.55";"2";"MOL";"-1";"29";"5";"1";"0";"408.1241";"-0.69";"NEUTRAL";"C23H21ClN2O3";"C#CC(=O)N(c1cccc(Cl)c1)C1(C(=O)NCc2ccccc2)CCC(=O)CC1";"GERHFYUFNFHOFV-UHFFFAOYSA-N"
"CHEMBL5091153";"";"";"Unknown";"";"417.90";"1";"1";"4.15";"62.30";"3";"1";"0";"6";"N";"0.48";"13.45";"0.14";"4.48";"4.48";"3";"MOL";"-1";"30";"5";"1";"0";"417.1244";"-1.29";"NEUTRAL";"C24H20ClN3O2";"CC#CC(=O)N(c1ccc(Cl)nc1)C(C(=O)NCc1ccccc1)c1ccccc1";"GACQPLGSZQXLRO-UHFFFAOYSA-N"
"CHEMBL1652716";"";"";"Small molecule";"";"302.36";"3";"6";"2.94";"82.45";"5";"3";"0";"5";"N";"0.63";"3.67";"2.64";"1.83";"-1.24";"3";"MOL";"-1";"21";"5";"3";"0";"302.0725";"-1.23";"ACID";"C15H14N2O3S";"O=C(O)c1ccc2c(c1)nc(NCCCO)c1ccsc12";"WNDNHVKGAOSTKP-UHFFFAOYSA-N"
"CHEMBL3651185";"";"";"Small molecule";"";"375.48";"1";"1";"3.23";"73.91";"4";"2";"0";"5";"N";"0.72";"13.20";"8.63";"2.45";"1.19";"3";"MOL";"-1";"28";"6";"2";"0";"375.2059";"-1.62";"BASE";"C22H25N5O";"O=C(N[C@@H]1CCCN(CC2CC2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1";"KNOJNDKGISTFHJ-GOSISDBHSA-N"
"CHEMBL3954693";"";"";"Small molecule";"";"504.55";"1";"1";"3.25";"150.78";"9";"5";"1";"7";"N";"0.24";"7.24";"2.85";"2.04";"1.66";"3";"MOL";"-1";"37";"12";"5";"2";"504.2234";"-1.15";"NEUTRAL";"C25H28N8O4";"CC(C)(C)OC(=O)NCc1ccc(Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1";"SBFJJLYFBNHDSV-ZDLGFXPLSA-N"
"CHEMBL1545";"TIZOXANIDE";"DESACETYL-NITAZOXANIDE|NITAZOXANIDE RELATED COMPOUND B|NSC-697856|Tizoxanide";"Small molecule";"-1.0";"265.25";"80";"146";"2.01";"105.36";"6";"2";"0";"3";"N";"0.65";"7.90";"None";"2.21";"2.09";"2";"MOL";"0";"18";"7";"2";"0";"265.0157";"-1.96";"NEUTRAL";"C10H7N3O4S";"O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O";"FDTZUTSGGSRHQF-UHFFFAOYSA-N"
"CHEMBL3907103";"";"";"Small molecule";"";"518.55";"2";"2";"2.12";"132.76";"8";"4";"1";"8";"N";"0.27";"7.19";"8.20";"-0.11";"-0.12";"3";"MOL";"-1";"38";"11";"4";"2";"518.2190";"-1.74";"NEUTRAL";"C26H27FN8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(F)c(C(=O)NCCN5CCCC5)c4)nc23)N1";"KYRNGNYAWZYVQA-MTJSOVHGSA-N"
"CHEMBL5076441";"";"";"Unknown";"";"542.98";"4";"5";"5.42";"141.74";"8";"4";"2";"6";"N";"0.25";"3.58";"5.78";"3.98";"1.30";"4";"MOL";"-1";"39";"10";"4";"2";"542.1469";"-0.84";"ACID";"C28H23ClN6O4";"CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(C)cc2Cl)N=C(Nc2ncc(-c3ccccc3)o2)N1";"VSPVWVPHMKCNFT-UHFFFAOYSA-N"
"CHEMBL3696896";"";"";"Small molecule";"";"369.47";"4";"9";"3.99";"54.77";"5";"2";"0";"4";"N";"0.57";"None";"7.97";"4.33";"3.66";"4";"MOL";"-1";"28";"5";"2";"0";"369.1953";"-1.19";"NEUTRAL";"C23H23N5";"Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2";"KEXDPSXGMWVJRT-UHFFFAOYSA-N"
"CHEMBL5093020";"";"";"Unknown";"";"313.43";"1";"2";"4.03";"46.92";"4";"1";"0";"3";"N";"0.79";"7.77";"None";"4.48";"4.34";"3";"MOL";"-1";"22";"4";"1";"0";"313.1249";"-2.38";"NEUTRAL";"C17H19N3OS";"CC(C)(C)c1csc(NC(=O)Cn2ccc3ccccc32)n1";"AXPXTLUCMKCUGU-UHFFFAOYSA-N"
"CHEMBL5080205";"";"";"Unknown";"";"280.42";"1";"7";"4.06";"41.99";"4";"1";"0";"2";"N";"0.90";"10.90";"None";"4.77";"4.77";"2";"MOL";"-1";"18";"3";"1";"0";"280.0704";"-2.27";"NEUTRAL";"C13H16N2OS2";"Cc1cc(C(=O)Nc2nc(C(C)(C)C)cs2)cs1";"DGQAIRARCCRNJQ-UHFFFAOYSA-N"
"CHEMBL3936971";"";"";"Small molecule";"";"418.41";"2";"4";"1.94";"126.72";"8";"3";"0";"5";"N";"0.33";"7.24";"1.51";"1.42";"1.04";"3";"MOL";"-1";"31";"10";"3";"0";"418.1390";"-1.19";"NEUTRAL";"C21H18N6O4";"COC(=O)c1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1";"HVPPFXPMHYLOKC-PXNMLYILSA-N"
"CHEMBL3392317";"";"";"Small molecule";"";"427.89";"3";"19";"4.21";"89.85";"5";"3";"0";"3";"N";"0.52";"None";"6.99";"3.83";"3.69";"4";"MOL";"-1";"25";"5";"5";"0";"349.1094";"-1.23";"NEUTRAL";"C21H22ClN5O3";"CC(=O)O.Nc1nc(N)c2cc(CNc3ccc(Cl)c4ccccc34)ccc2n1.O";"UTUCDISLEQRRET-UHFFFAOYSA-N"
"CHEMBL2108343";"VARFOLLITROPIN ALFA";"VARFOLLITROPIN ALFA";"Protein";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL286095";"";"";"Small molecule";"";"744.93";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"668.1934";"None";"None";"C27H34K2N6O10S2";"CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O.C[C@]1(Cn2cc(C(=O)[O-])nn2)[C@H](C(=O)[O-])C2C(=O)CC2S1(=O)=O.[K+].[K+]";"TUBPTQPRWBVMEY-VEGYFROUSA-L"
"CHEMBL5077057";"";"";"Unknown";"";"431.32";"1";"1";"3.83";"58.64";"3";"1";"0";"5";"N";"0.73";"13.33";"None";"3.50";"3.50";"2";"MOL";"-1";"29";"5";"1";"0";"430.0851";"-1.05";"NEUTRAL";"C22H20Cl2N2O3";"C#CC(=O)N(c1cccc(Cl)c1Cl)C1(C(=O)NCc2ccccc2)CCOCC1";"OVYFDYKLIDFSMX-UHFFFAOYSA-N"
"CHEMBL5094687";"";"";"Unknown";"";"417.90";"1";"1";"3.95";"75.43";"3";"2";"0";"6";"N";"0.47";"13.68";"3.96";"3.81";"3.81";"3";"MOL";"-1";"30";"5";"3";"0";"417.1244";"-1.40";"NEUTRAL";"C24H20ClN3O2";"C#CC(=O)N(c1cccc(Cl)c1)C(C(=O)NCc1ccccc1)c1ccc(N)cc1";"CZNXOTBPKCKAHW-UHFFFAOYSA-N"
"CHEMBL5093515";"";"";"Unknown";"";"392.45";"1";"1";"2.22";"78.87";"4";"2";"0";"6";"N";"0.74";"9.41";"None";"2.05";"2.05";"2";"MOL";"-1";"29";"6";"2";"0";"392.1736";"-0.68";"NEUTRAL";"C23H24N2O4";"C#CC(=O)N(Cc1cccc(O)c1)C1(C(=O)NCc2ccccc2)CCOCC1";"LMZOMVSKACZIID-UHFFFAOYSA-N"
"CHEMBL5093174";"";"";"Unknown";"";"391.47";"1";"1";"3.09";"92.50";"4";"2";"0";"5";"N";"0.47";"None";"4.10";"2.09";"2.09";"2";"MOL";"-1";"29";"6";"3";"0";"391.1896";"-1.15";"NEUTRAL";"C23H25N3O3";"C#CC(=O)N(c1cccc(C(C)=O)c1)C(C(=O)NC(C)(C)C)c1ccc(N)cc1";"ZESLQDKJLQUIEE-UHFFFAOYSA-N"
"CHEMBL3668888";"";"";"Small molecule";"";"585.59";"1";"1";"5.21";"100.36";"6";"2";"2";"6";"N";"0.28";"None";"5.13";"4.59";"4.59";"5";"MOL";"-1";"43";"8";"2";"2";"585.1988";"-0.70";"NEUTRAL";"C32H26F3N5O3";"CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CN(C)C4)cc(F)c3C)c(F)c12";"DTMYACUKZYTQFM-UHFFFAOYSA-N"
"CHEMBL5086589";"";"";"Unknown";"";"300.43";"1";"2";"3.79";"41.99";"3";"1";"0";"2";"N";"0.92";"7.94";"None";"4.91";"4.81";"2";"MOL";"-1";"21";"3";"1";"0";"300.1296";"-1.67";"NEUTRAL";"C17H20N2OS";"CC(C)(C)c1csc(NC(=O)C2Cc3ccccc3C2)n1";"RCDBIZMEFGVYKH-UHFFFAOYSA-N"
"CHEMBL5075591";"";"";"Unknown";"";"373.50";"1";"2";"4.27";"71.09";"5";"2";"0";"3";"N";"0.72";"10.08";"None";"4.42";"4.42";"3";"MOL";"-1";"25";"5";"2";"0";"373.0919";"-2.18";"NEUTRAL";"C18H19N3O2S2";"CNC(=O)c1ccc2sc(C(=O)Nc3nc(C(C)(C)C)cs3)cc2c1";"OEFMLLKTRGODDA-UHFFFAOYSA-N"
"CHEMBL2092937";"";"";"Small molecule";"";"225.16";"4";"9";"0.30";"15.27";"2";"1";"0";"1";"Y";"0.54";"None";"10.09";"0.77";"-2.63";"0";"MOL";"-1";"11";"2";"1";"0";"152.1313";"0.09";"BASE";"C9H18Cl2N2";"CN(C)CC#C[C@H]1CCCN1.Cl.Cl";"SSKHJUOCGIBXQW-KLQYNRQASA-N"
"CHEMBL1795040";"";"";"Small molecule";"";"404.42";"11";"17";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"404.1907";"None";"None";"C16H28N4O8";"C=C(C[C@@H](N)C(=O)O)C[C@@H](N)C(=O)O.C=C(C[C@H](N)C(=O)O)C[C@H](N)C(=O)O";"SQNUFQCXVFGZAP-JLCFLTIHSA-N"
"CHEMBL3639535";"";"";"Small molecule";"";"611.72";"1";"1";"4.90";"108.38";"7";"2";"1";"9";"N";"0.25";"13.37";"5.65";"4.44";"4.44";"5";"MOL";"-1";"45";"10";"2";"1";"611.3020";"-1.54";"NEUTRAL";"C34H38FN7O3";"CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nn(C)cc5c4)c3c2)CN1Cc1c(F)cccc1OC";"IPVBJOHGROTSOL-HLADLETHSA-N"
"CHEMBL5069475";"";"";"Unknown";"";"402.49";"1";"1";"3.00";"58.64";"3";"1";"0";"6";"N";"0.76";"None";"None";"2.74";"2.74";"2";"MOL";"-1";"30";"5";"1";"0";"402.1943";"-0.56";"NEUTRAL";"C25H26N2O3";"C#CC(=O)N(C1(C(=O)NCc2ccccc2)CCOCC1)C1(c2ccccc2)CC1";"GWJKBHHCRBFFRC-UHFFFAOYSA-N"
"CHEMBL86003";"";"";"Small molecule";"";"351.42";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"351.1846";"None";"None";"C19H26FNO4";"CCCC(=O)OC.CO/C(O)=C1/C(C)=NCCC1c1ccccc1F";"CVUCACNJYZYMCN-HPWRNOGASA-N"
"CHEMBL3959309";"";"";"Small molecule";"";"509.62";"2";"2";"2.55";"153.58";"8";"6";"2";"8";"N";"0.24";"7.24";"3.97";"1.13";"0.75";"2";"MOL";"-1";"37";"12";"6";"3";"509.2863";"-1.09";"NEUTRAL";"C25H35N9O3";"CC(C)C(C)NC(=O)N[C@H]1CC[C@H](Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1";"GYJRFZVMZHSIRU-MPBHLCDISA-N"
"CHEMBL414280";"";"";"Small molecule";"";"1341.64";"1";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1340.6951";"None";"None";"C66H96N14O14S";"CC(=O)NCCSC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(C)C)C(C)C";"PJVCUMUOKQKGJJ-ODTUHZISSA-N"
"CHEMBL3916239";"";"";"Small molecule";"";"413.57";"1";"1";"4.83";"59.97";"5";"1";"0";"7";"N";"0.47";"None";"10.31";"3.47";"0.02";"4";"MOL";"-1";"31";"5";"2";"0";"413.2579";"-0.57";"BASE";"C26H31N5";"CCN(Cc1nccc2c3ccccc3n(CCCN)c12)[C@H]1CCCc2cccnc21";"NOTNDRDNSOJNKN-DEOSSOPVSA-N"
"CHEMBL1794911";"";"";"Small molecule";"";"588.83";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"588.2579";"None";"None";"C32H44O6S2";"CC1(CSc2ccccc2)OOC2CC1CC[C@@]2(C)O.CC1(CSc2ccccc2)OOC2CC1CC[C@]2(C)O";"ZSMZMJHTYDLUNU-KBSTVQEQSA-N"
"CHEMBL4115920";"";"";"Unknown";"";"";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL5083106";"";"";"Unknown";"";"378.93";"1";"1";"3.62";"49.41";"3";"1";"0";"8";"N";"0.71";"None";"None";"3.48";"3.48";"2";"MOL";"-1";"25";"4";"1";"0";"378.1169";"-1.52";"NEUTRAL";"C19H23ClN2O2S";"CC(C)N(C(=O)CCl)C(C(=O)NCCc1ccccc1)c1cccs1";"VIQICGIGIYRMPP-UHFFFAOYSA-N"
